Datum,Nederbördsmängd,Kvalitet
2014-04-05,0.0,G
2014-04-06,0.1,G
2014-04-07,1.1,G
2014-04-08,10.1,G
2014-04-09,0.4,G
2014-04-10,0.0,G
2014-04-11,2.2,G
2014-04-12,1.0,G
2014-04-13,0.0,G
2014-04-14,0.0,G
2014-04-15,0.0,G
2014-04-16,0.5,G
2014-04-17,2.2,G
2014-04-18,2.8,G
2014-04-19,0.0,G
2014-04-20,0.0,G
2014-04-21,0.0,G
2014-04-22,0.0,G
2014-04-23,0.0,G
2014-04-24,0.0,G
2014-04-25,0.0,G
2014-04-26,0.0,G
2014-04-27,0.0,G
2014-04-28,0.0,G
2014-04-29,0.0,G
2014-04-30,0.4,G
2014-05-01,0.0,G
2014-05-02,0.0,G
2014-05-03,0.0,G
2014-05-04,0.0,G
2014-05-05,0.0,G
2014-05-06,6.4,G
2014-05-07,17.0,G
2014-05-08,8.3,G
2014-05-09,0.0,G
2014-05-10,1.2,G
2014-05-11,4.0,G
2014-05-12,9.5,G
2014-05-13,4.5,G
2014-05-14,0.6,G
2014-05-15,0.0,G
2014-05-16,0.0,G
2014-05-17,0.0,G
2014-05-18,0.6,G
2014-05-19,7.2,G
2014-05-20,0.0,G
2014-05-21,0.0,G
2014-05-22,0.0,G
2014-05-23,0.0,G
2014-05-24,6.5,G
2014-05-25,0.0,G
2014-05-26,0.0,G
2014-05-27,0.0,G
2014-05-28,0.0,G
2014-05-29,0.0,G
2014-05-30,0.1,G
2014-05-31,0.0,G
2014-06-01,0.0,G
2014-06-02,0.0,G
2014-06-03,6.5,G
2014-06-04,2.3,G
2014-06-05,4.2,G
2014-06-06,4.0,G
2014-06-07,1.7,G
2014-06-08,0.0,G
2014-06-09,0.0,G
2014-06-10,0.0,G
2014-06-11,1.5,G
2014-06-12,0.0,G
2014-06-13,0.7,G
2014-06-14,0.0,G
2014-06-15,0.0,G
2014-06-16,1.3,G
2014-06-17,0.0,G
2014-06-18,0.0,G
2014-06-19,1.2,G
2014-06-20,1.7,G
2014-06-21,0.0,G
2014-06-22,0.0,G
2014-06-23,0.0,G
2014-06-24,0.0,G
2014-06-25,0.0,G
2014-06-26,1.1,G
2014-06-27,6.1,G
2014-06-28,6.3,G
2014-06-29,1.1,G
2014-06-30,8.0,G
2014-07-01,6.6,G
2014-07-02,0.0,G
2014-07-03,0.0,G
2014-07-04,0.0,G
2014-07-05,0.0,G
2014-07-06,7.3,G
2014-07-07,5.1,G
2014-07-08,0.0,G
2014-07-09,0.0,G
2014-07-10,0.0,G
2014-07-11,0.0,G
2014-07-12,0.0,G
2014-07-13,4.2,G
2014-07-14,0.0,G
2014-07-15,0.0,G
2014-07-16,0.0,G
2014-07-17,0.0,G
2014-07-18,0.0,G
2014-07-19,0.0,G
2014-07-20,0.0,G
2014-07-21,0.0,G
2014-07-22,0.0,G
2014-07-23,0.0,G
2014-07-24,0.0,G
2014-07-25,0.0,G
2014-07-26,0.8,G
2014-07-27,3.8,G
2014-07-28,0.0,G
2014-07-29,0.0,G
2014-07-30,0.4,G
2014-07-31,0.0,G
2014-08-01,0.0,G
2014-08-02,0.8,G
2014-08-03,0.0,G
2014-08-04,1.1,G
2014-08-05,31.4,G
2014-08-06,0.0,G
2014-08-07,0.0,G
2014-08-08,0.4,G
2014-08-09,7.6,G
2014-08-10,6.8,G
2014-08-11,1.8,G
2014-08-12,4.1,G
2014-08-13,8.3,G
2014-08-14,0.5,G
2014-08-15,1.1,G
2014-08-16,2.6,G
2014-08-17,8.5,G
2014-08-18,1.3,G
2014-08-19,4.0,G
2014-08-20,2.0,G
2014-08-21,3.2,G
2014-08-22,5.6,G
2014-08-23,4.2,G
2014-08-24,0.0,G
2014-08-25,0.0,G
2014-08-26,6.9,G
2014-08-27,0.0,G
2014-08-28,0.0,G
2014-08-29,0.0,G
2014-08-30,1.3,G
2014-08-31,0.0,G
2014-09-01,0.0,G
2014-09-02,0.0,G
2014-09-03,0.0,G
2014-09-04,0.0,G
2014-09-05,0.0,G
2014-09-06,0.0,G
2014-09-07,6.1,G
2014-09-08,1.7,G
2014-09-09,2.4,G
2014-09-10,1.6,G
2014-09-11,0.0,G
2014-09-12,0.0,G
2014-09-13,0.0,G
2014-09-14,0.0,G
2014-09-15,0.0,G
2014-09-16,0.0,G
2014-09-17,0.0,G
2014-09-18,0.0,G
2014-09-19,0.0,G
2014-09-20,0.0,G
2014-09-21,8.7,G
2014-09-22,2.6,G
2014-09-23,7.8,G
2014-09-24,27.0,G
2014-09-25,10.4,G
2014-09-26,0.0,G
2014-09-27,0.0,G
2014-09-28,0.0,G
2014-09-29,0.0,G
2014-09-30,0.0,G
2014-10-01,0.1,G
2014-10-02,0.0,G
2014-10-03,0.0,G
2014-10-04,0.0,G
2014-10-05,0.0,G
2014-10-06,0.4,G
2014-10-07,12.0,G
2014-10-08,0.8,G
2014-10-09,1.3,G
2014-10-10,0.8,G
2014-10-11,1.0,G
2014-10-12,12.0,G
2014-10-13,0.0,G
2014-10-14,0.0,G
2014-10-15,0.8,G
2014-10-16,2.5,G
2014-10-17,0.0,G
2014-10-18,6.1,G
2014-10-19,2.7,G
2014-10-20,1.0,G
2014-10-21,1.5,G
2014-10-22,0.5,G
2014-10-23,0.0,G
2014-10-24,0.0,G
2014-10-25,0.0,G
2014-10-26,0.0,G
2014-10-27,0.7,G
2014-10-28,0.0,G
2014-10-29,0.0,G
2014-10-30,0.0,G
2014-10-31,1.7,G
2014-11-01,0.5,G
2014-11-02,0.1,G
2014-11-03,0.4,G
2014-11-04,1.0,G
2014-11-05,18.0,G
2014-11-06,4.0,G
2014-11-07,0.3,G
2014-11-08,0.0,G
2014-11-09,0.9,G
2014-11-10,1.4,G
2014-11-11,0.1,G
2014-11-12,0.0,G
2014-11-13,0.6,G
2014-11-14,0.4,G
2014-11-15,0.6,G
2014-11-16,0.3,G
2014-11-17,2.0,G
2014-11-18,0.3,G
2014-11-19,4.3,G
2014-11-20,0.9,G
2014-11-21,2.5,G
2014-11-22,0.1,G
2014-11-23,0.0,G
2014-11-24,3.3,G
2014-11-25,0.0,G
2014-11-26,0.5,G
2014-11-27,0.6,G
2014-11-28,0.0,G
2014-11-29,0.0,G
2014-11-30,0.0,G
2014-12-01,0.0,G
2014-12-02,0.0,G
2014-12-03,0.0,G
2014-12-04,0.0,G
2014-12-05,3.2,G
2014-12-06,1.1,G
2014-12-07,0.8,G
2014-12-08,0.0,G
2014-12-09,0.0,G
2014-12-10,1.5,G
2014-12-11,1.6,G
2014-12-12,18.0,G
2014-12-13,0.5,G
2014-12-14,0.0,G
2014-12-15,1.1,G
2014-12-16,1.5,G
2014-12-17,1.0,G
2014-12-18,2.7,G
2014-12-19,2.9,G
2014-12-20,0.6,G
2014-12-21,4.9,G
2014-12-22,0.0,G
2014-12-23,0.0,G
2014-12-24,3.1,G
2014-12-25,0.0,G
2014-12-26,3.1,G
2014-12-27,0.0,G
2014-12-28,0.0,G
2014-12-29,0.2,G
2014-12-30,0.0,G
2014-12-31,0.0,G
